image_path,x,y,w,h,class_id,class_name,signal_state
raw_frames\frame_00035_jpg.rf.865c7c28f62546a7d98ad5a5ff1f23ff.jpg,235,280,36,89,0,compliant_vehicle,red
raw_frames\frame_00035_jpg.rf.865c7c28f62546a7d98ad5a5ff1f23ff.jpg,278,305,68,122,0,compliant_vehicle,red
raw_frames\frame_00035_jpg.rf.865c7c28f62546a7d98ad5a5ff1f23ff.jpg,374,285,38,78,0,compliant_vehicle,red
raw_frames\frame_00035_jpg.rf.865c7c28f62546a7d98ad5a5ff1f23ff.jpg,435,302,48,68,0,compliant_vehicle,red
raw_frames\frame_00036_jpg.rf.34c6615cdec8da42e52fe48286ff413d.jpg,238,281,28,78,0,compliant_vehicle,red
raw_frames\frame_00036_jpg.rf.34c6615cdec8da42e52fe48286ff413d.jpg,274,302,69,128,0,compliant_vehicle,red
raw_frames\frame_00036_jpg.rf.34c6615cdec8da42e52fe48286ff413d.jpg,371,278,41,94,0,compliant_vehicle,red
raw_frames\frame_00036_jpg.rf.34c6615cdec8da42e52fe48286ff413d.jpg,431,300,45,78,0,compliant_vehicle,red
raw_frames\frame_00038_jpg.rf.f05fab2007a1b5244cdeafd3a22930a7.jpg,286,301,78,131,0,compliant_vehicle,red
raw_frames\frame_00038_jpg.rf.f05fab2007a1b5244cdeafd3a22930a7.jpg,364,264,46,98,0,compliant_vehicle,red
raw_frames\frame_00038_jpg.rf.f05fab2007a1b5244cdeafd3a22930a7.jpg,220,287,54,71,0,compliant_vehicle,red
raw_frames\frame_00038_jpg.rf.f05fab2007a1b5244cdeafd3a22930a7.jpg,167,282,33,110,0,compliant_vehicle,red
raw_frames\frame_00039_jpg.rf.55d00aafdd9774e05cda71f72ff18155.jpg,237,276,30,94,0,compliant_vehicle,red
raw_frames\frame_00039_jpg.rf.55d00aafdd9774e05cda71f72ff18155.jpg,276,292,81,149,0,compliant_vehicle,red
raw_frames\frame_00039_jpg.rf.55d00aafdd9774e05cda71f72ff18155.jpg,372,291,36,79,0,compliant_vehicle,red
raw_frames\frame_00039_jpg.rf.55d00aafdd9774e05cda71f72ff18155.jpg,430,296,54,86,0,compliant_vehicle,red
raw_frames\frame_00040_jpg.rf.032e49adf2a32365f34fd5955d7d5882.jpg,226,274,47,95,0,compliant_vehicle,red
raw_frames\frame_00040_jpg.rf.032e49adf2a32365f34fd5955d7d5882.jpg,280,299,68,124,0,compliant_vehicle,red
raw_frames\frame_00040_jpg.rf.032e49adf2a32365f34fd5955d7d5882.jpg,376,279,33,92,0,compliant_vehicle,red
raw_frames\frame_00040_jpg.rf.032e49adf2a32365f34fd5955d7d5882.jpg,431,298,46,78,0,compliant_vehicle,red
raw_frames\frame_00040_jpg.rf.cc5f6763d02569f1b91f57eb5f8397d2.jpg,290,303,75,129,0,compliant_vehicle,red
raw_frames\frame_00040_jpg.rf.cc5f6763d02569f1b91f57eb5f8397d2.jpg,369,283,41,79,0,compliant_vehicle,red
raw_frames\frame_00040_jpg.rf.cc5f6763d02569f1b91f57eb5f8397d2.jpg,232,296,39,70,0,compliant_vehicle,red
raw_frames\frame_00040_jpg.rf.cc5f6763d02569f1b91f57eb5f8397d2.jpg,162,295,37,86,0,compliant_vehicle,red
raw_frames\frame_00042_jpg.rf.1c52bb8fc11b1a402e947379eb9148a5.jpg,239,274,30,88,0,compliant_vehicle,red
raw_frames\frame_00042_jpg.rf.1c52bb8fc11b1a402e947379eb9148a5.jpg,281,306,63,128,0,compliant_vehicle,red
raw_frames\frame_00042_jpg.rf.1c52bb8fc11b1a402e947379eb9148a5.jpg,382,280,34,89,0,compliant_vehicle,red
raw_frames\frame_00042_jpg.rf.1c52bb8fc11b1a402e947379eb9148a5.jpg,413,317,36,98,0,compliant_vehicle,red
raw_frames\frame_00042_jpg.rf.1c52bb8fc11b1a402e947379eb9148a5.jpg,444,293,38,81,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.002876a40e01129bbf08b3a53b26f850.jpg,236,274,30,96,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.002876a40e01129bbf08b3a53b26f850.jpg,282,300,68,138,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.002876a40e01129bbf08b3a53b26f850.jpg,379,282,31,90,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.002876a40e01129bbf08b3a53b26f850.jpg,418,310,26,107,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.002876a40e01129bbf08b3a53b26f850.jpg,442,289,38,92,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.0c55a01b4fecacc24e63b5adbde6466a.jpg,161,293,28,106,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.0c55a01b4fecacc24e63b5adbde6466a.jpg,192,317,29,97,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.0c55a01b4fecacc24e63b5adbde6466a.jpg,229,286,35,87,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.0c55a01b4fecacc24e63b5adbde6466a.jpg,297,295,60,149,0,compliant_vehicle,red
raw_frames\frame_00043_jpg.rf.0c55a01b4fecacc24e63b5adbde6466a.jpg,368,276,45,123,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.ad9edcc99f18e5ae7a7d2aa86dd943a3.jpg,239,269,29,106,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.ad9edcc99f18e5ae7a7d2aa86dd943a3.jpg,276,300,70,139,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.ad9edcc99f18e5ae7a7d2aa86dd943a3.jpg,379,287,38,91,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.ad9edcc99f18e5ae7a7d2aa86dd943a3.jpg,426,314,23,98,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.ad9edcc99f18e5ae7a7d2aa86dd943a3.jpg,448,287,28,105,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.bbb6be067eb74677f68b28a48564e60a.jpg,162,291,35,96,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.bbb6be067eb74677f68b28a48564e60a.jpg,197,323,26,86,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.bbb6be067eb74677f68b28a48564e60a.jpg,224,287,43,103,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.bbb6be067eb74677f68b28a48564e60a.jpg,303,294,62,139,0,compliant_vehicle,red
raw_frames\frame_00044_jpg.rf.bbb6be067eb74677f68b28a48564e60a.jpg,370,282,41,110,0,compliant_vehicle,red
raw_frames\frame_00045_jpg.rf.775c279ab93e2ea5b1e2c93d6dbea3f3.jpg,229,261,46,114,0,compliant_vehicle,red
raw_frames\frame_00045_jpg.rf.775c279ab93e2ea5b1e2c93d6dbea3f3.jpg,284,295,62,136,0,compliant_vehicle,red
raw_frames\frame_00045_jpg.rf.775c279ab93e2ea5b1e2c93d6dbea3f3.jpg,372,280,38,102,0,compliant_vehicle,red
raw_frames\frame_00045_jpg.rf.775c279ab93e2ea5b1e2c93d6dbea3f3.jpg,419,311,27,108,0,compliant_vehicle,red
raw_frames\frame_00045_jpg.rf.775c279ab93e2ea5b1e2c93d6dbea3f3.jpg,444,288,38,105,0,compliant_vehicle,red
raw_frames\frame_00046_jpg.rf.73c98987eda0f5993863ebcac8fa3b22.jpg,230,267,43,110,0,compliant_vehicle,red
raw_frames\frame_00046_jpg.rf.73c98987eda0f5993863ebcac8fa3b22.jpg,276,284,71,169,0,compliant_vehicle,red
raw_frames\frame_00046_jpg.rf.73c98987eda0f5993863ebcac8fa3b22.jpg,366,287,47,108,0,compliant_vehicle,red
raw_frames\frame_00046_jpg.rf.73c98987eda0f5993863ebcac8fa3b22.jpg,413,286,30,147,0,compliant_vehicle,red
raw_frames\frame_00046_jpg.rf.73c98987eda0f5993863ebcac8fa3b22.jpg,443,298,41,105,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.746e0476f2db2d0756c256ad11295aa4.jpg,237,276,36,94,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.746e0476f2db2d0756c256ad11295aa4.jpg,279,310,73,116,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.746e0476f2db2d0756c256ad11295aa4.jpg,378,287,36,102,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.746e0476f2db2d0756c256ad11295aa4.jpg,416,307,30,114,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.746e0476f2db2d0756c256ad11295aa4.jpg,448,288,30,110,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.9249b9ce40b257d383030144e4f285e4.jpg,165,292,27,91,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.9249b9ce40b257d383030144e4f285e4.jpg,194,310,32,106,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.9249b9ce40b257d383030144e4f285e4.jpg,226,291,40,82,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.9249b9ce40b257d383030144e4f285e4.jpg,298,299,69,140,0,compliant_vehicle,red
raw_frames\frame_00047_jpg.rf.9249b9ce40b257d383030144e4f285e4.jpg,372,282,37,110,0,compliant_vehicle,red
raw_frames\frame_00048_jpg.rf.3881156a5039b02550757ce76a231aa7.jpg,233,278,42,94,0,compliant_vehicle,red
raw_frames\frame_00048_jpg.rf.3881156a5039b02550757ce76a231aa7.jpg,280,292,71,154,0,compliant_vehicle,red
raw_frames\frame_00048_jpg.rf.3881156a5039b02550757ce76a231aa7.jpg,359,288,44,113,0,compliant_vehicle,red
raw_frames\frame_00048_jpg.rf.3881156a5039b02550757ce76a231aa7.jpg,419,327,36,98,0,compliant_vehicle,red
raw_frames\frame_00048_jpg.rf.3881156a5039b02550757ce76a231aa7.jpg,441,298,45,86,0,compliant_vehicle,red
raw_frames\frame_00049_jpg.rf.a05d50ce68eb44e4310a177579cecf43.jpg,229,267,44,100,0,compliant_vehicle,red
raw_frames\frame_00049_jpg.rf.a05d50ce68eb44e4310a177579cecf43.jpg,273,289,80,150,0,compliant_vehicle,red
raw_frames\frame_00049_jpg.rf.a05d50ce68eb44e4310a177579cecf43.jpg,380,292,37,88,0,compliant_vehicle,red
raw_frames\frame_00049_jpg.rf.a05d50ce68eb44e4310a177579cecf43.jpg,420,310,22,115,0,compliant_vehicle,red
raw_frames\frame_00049_jpg.rf.a05d50ce68eb44e4310a177579cecf43.jpg,442,299,29,92,0,compliant_vehicle,red
raw_frames\frame_00050_jpg.rf.f1343fc9cb2e4e0ef265e90e2e45302a.jpg,237,271,32,109,0,compliant_vehicle,red
raw_frames\frame_00050_jpg.rf.f1343fc9cb2e4e0ef265e90e2e45302a.jpg,271,289,76,158,0,compliant_vehicle,red
raw_frames\frame_00050_jpg.rf.f1343fc9cb2e4e0ef265e90e2e45302a.jpg,380,292,34,91,0,compliant_vehicle,red
raw_frames\frame_00050_jpg.rf.f1343fc9cb2e4e0ef265e90e2e45302a.jpg,417,315,31,110,0,compliant_vehicle,red
raw_frames\frame_00050_jpg.rf.f1343fc9cb2e4e0ef265e90e2e45302a.jpg,446,294,31,82,0,compliant_vehicle,red
raw_frames\frame_00051_jpg.rf.2ddc530dc07bdfe3da94a3a5f850bde4.jpg,175,282,18,102,0,compliant_vehicle,red
raw_frames\frame_00051_jpg.rf.2ddc530dc07bdfe3da94a3a5f850bde4.jpg,194,308,31,102,0,compliant_vehicle,red
raw_frames\frame_00051_jpg.rf.2ddc530dc07bdfe3da94a3a5f850bde4.jpg,222,289,40,86,0,compliant_vehicle,red
raw_frames\frame_00051_jpg.rf.2ddc530dc07bdfe3da94a3a5f850bde4.jpg,302,293,69,144,0,compliant_vehicle,red
raw_frames\frame_00051_jpg.rf.2ddc530dc07bdfe3da94a3a5f850bde4.jpg,372,285,37,106,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.3e447033d2747fe59b2adbdabd544254.jpg,166,294,26,88,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.3e447033d2747fe59b2adbdabd544254.jpg,195,317,24,105,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.3e447033d2747fe59b2adbdabd544254.jpg,227,279,38,97,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.3e447033d2747fe59b2adbdabd544254.jpg,295,301,75,141,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.3e447033d2747fe59b2adbdabd544254.jpg,376,276,28,123,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.ddca5c2e7e40f6344cbcf2575aaa3346.jpg,242,278,27,102,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.ddca5c2e7e40f6344cbcf2575aaa3346.jpg,279,302,72,131,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.ddca5c2e7e40f6344cbcf2575aaa3346.jpg,384,294,26,86,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.ddca5c2e7e40f6344cbcf2575aaa3346.jpg,421,320,29,79,0,compliant_vehicle,red
raw_frames\frame_00054_jpg.rf.ddca5c2e7e40f6344cbcf2575aaa3346.jpg,443,297,36,75,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.e2ccb1eeeac87dd75ef8e6ad3d87ac90.jpg,241,271,30,102,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.e2ccb1eeeac87dd75ef8e6ad3d87ac90.jpg,286,301,59,144,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.e2ccb1eeeac87dd75ef8e6ad3d87ac90.jpg,372,291,42,85,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.e2ccb1eeeac87dd75ef8e6ad3d87ac90.jpg,416,322,29,92,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.e2ccb1eeeac87dd75ef8e6ad3d87ac90.jpg,435,299,50,80,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.f99ce1f797e9e73457ef608132c24580.jpg,158,295,36,90,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.f99ce1f797e9e73457ef608132c24580.jpg,195,310,26,101,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.f99ce1f797e9e73457ef608132c24580.jpg,224,298,41,69,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.f99ce1f797e9e73457ef608132c24580.jpg,304,294,58,130,0,compliant_vehicle,red
raw_frames\frame_00055_jpg.rf.f99ce1f797e9e73457ef608132c24580.jpg,368,272,36,117,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2d9334ae318aa8aff4f684044adfd683.jpg,366,271,35,104,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2d9334ae318aa8aff4f684044adfd683.jpg,289,316,87,110,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2d9334ae318aa8aff4f684044adfd683.jpg,219,290,51,89,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2d9334ae318aa8aff4f684044adfd683.jpg,195,316,37,103,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2d9334ae318aa8aff4f684044adfd683.jpg,166,293,34,94,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2e4f21d0f5c59d310dc89f9bf2b2cd39.jpg,231,277,37,92,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2e4f21d0f5c59d310dc89f9bf2b2cd39.jpg,283,293,58,140,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2e4f21d0f5c59d310dc89f9bf2b2cd39.jpg,380,290,24,72,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2e4f21d0f5c59d310dc89f9bf2b2cd39.jpg,423,330,29,74,0,compliant_vehicle,red
raw_frames\frame_00056_jpg.rf.2e4f21d0f5c59d310dc89f9bf2b2cd39.jpg,449,300,30,68,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.591ded14a73fc96dd4d99052ad8d4084.jpg,235,269,38,93,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.591ded14a73fc96dd4d99052ad8d4084.jpg,278,300,69,134,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.591ded14a73fc96dd4d99052ad8d4084.jpg,373,296,43,79,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.591ded14a73fc96dd4d99052ad8d4084.jpg,423,320,22,96,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.591ded14a73fc96dd4d99052ad8d4084.jpg,444,297,39,90,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.e2297054fd7ceff190fce03802a0b9d1.jpg,359,278,44,89,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.e2297054fd7ceff190fce03802a0b9d1.jpg,281,305,87,111,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.e2297054fd7ceff190fce03802a0b9d1.jpg,236,286,27,82,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.e2297054fd7ceff190fce03802a0b9d1.jpg,167,291,28,86,0,compliant_vehicle,red
raw_frames\frame_00058_jpg.rf.e2297054fd7ceff190fce03802a0b9d1.jpg,198,321,21,95,0,compliant_vehicle,red
raw_frames\frame_00061_jpg.rf.b757c67097cbb3834eb51506afa840e2.jpg,233,271,39,101,0,compliant_vehicle,red
raw_frames\frame_00061_jpg.rf.b757c67097cbb3834eb51506afa840e2.jpg,280,294,64,131,0,compliant_vehicle,red
raw_frames\frame_00061_jpg.rf.b757c67097cbb3834eb51506afa840e2.jpg,373,295,40,65,0,compliant_vehicle,red
raw_frames\frame_00061_jpg.rf.b757c67097cbb3834eb51506afa840e2.jpg,411,310,31,102,0,compliant_vehicle,red
raw_frames\frame_00061_jpg.rf.b757c67097cbb3834eb51506afa840e2.jpg,445,293,29,102,0,compliant_vehicle,red
raw_frames\frame_00062_jpg.rf.0603dc3c578c9e417e23d415adba8910.jpg,236,273,33,97,0,compliant_vehicle,red
raw_frames\frame_00062_jpg.rf.0603dc3c578c9e417e23d415adba8910.jpg,274,290,74,123,0,compliant_vehicle,red
raw_frames\frame_00062_jpg.rf.0603dc3c578c9e417e23d415adba8910.jpg,369,292,41,63,0,compliant_vehicle,red
raw_frames\frame_00062_jpg.rf.0603dc3c578c9e417e23d415adba8910.jpg,421,316,25,90,0,compliant_vehicle,red
raw_frames\frame_00062_jpg.rf.0603dc3c578c9e417e23d415adba8910.jpg,447,302,34,78,0,compliant_vehicle,red
raw_frames\frame_00063_jpg.rf.4de0d47722606a6c4cb01a844d0d8ae0.jpg,231,278,44,93,0,compliant_vehicle,red
raw_frames\frame_00063_jpg.rf.4de0d47722606a6c4cb01a844d0d8ae0.jpg,277,283,73,125,0,compliant_vehicle,red
raw_frames\frame_00063_jpg.rf.4de0d47722606a6c4cb01a844d0d8ae0.jpg,373,283,41,64,0,compliant_vehicle,red
raw_frames\frame_00063_jpg.rf.4de0d47722606a6c4cb01a844d0d8ae0.jpg,421,315,19,89,0,compliant_vehicle,red
raw_frames\frame_00063_jpg.rf.4de0d47722606a6c4cb01a844d0d8ae0.jpg,443,302,34,80,0,compliant_vehicle,red
raw_frames\frame_00063_jpg.rf.e79cbe5ba6aa1deb7f01a115e91d8b6e.jpg,,,,,,no_box,unknown
raw_frames\frame_00064_jpg.rf.a6508befec67af1ad329a3b0507f08c9.jpg,376,255,36,85,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.a6508befec67af1ad329a3b0507f08c9.jpg,420,301,24,83,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.a6508befec67af1ad329a3b0507f08c9.jpg,448,283,18,88,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.a6508befec67af1ad329a3b0507f08c9.jpg,290,291,62,105,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.a6508befec67af1ad329a3b0507f08c9.jpg,230,271,46,97,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.ef71aaa0421c93067b21f1595f4abb8b.jpg,300,281,56,119,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.ef71aaa0421c93067b21f1595f4abb8b.jpg,368,274,35,99,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.ef71aaa0421c93067b21f1595f4abb8b.jpg,231,258,50,80,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.ef71aaa0421c93067b21f1595f4abb8b.jpg,169,293,26,98,0,compliant_vehicle,green
raw_frames\frame_00064_jpg.rf.ef71aaa0421c93067b21f1595f4abb8b.jpg,194,299,27,103,0,compliant_vehicle,green
raw_frames\frame_00065_jpg.rf.491cfb10ce838359263560ebd9941a49.jpg,237,271,35,97,0,compliant_vehicle,green
raw_frames\frame_00065_jpg.rf.491cfb10ce838359263560ebd9941a49.jpg,288,268,62,125,0,compliant_vehicle,green
raw_frames\frame_00065_jpg.rf.491cfb10ce838359263560ebd9941a49.jpg,376,243,33,76,0,compliant_vehicle,green
raw_frames\frame_00065_jpg.rf.491cfb10ce838359263560ebd9941a49.jpg,420,298,24,85,0,compliant_vehicle,green
raw_frames\frame_00065_jpg.rf.491cfb10ce838359263560ebd9941a49.jpg,448,285,26,109,0,compliant_vehicle,green
raw_frames\frame_00066_jpg.rf.8f4bc45091c04c37f9fb4d8369326bac.jpg,364,231,44,63,0,compliant_vehicle,green
raw_frames\frame_00066_jpg.rf.8f4bc45091c04c37f9fb4d8369326bac.jpg,413,295,24,70,0,compliant_vehicle,green
raw_frames\frame_00066_jpg.rf.8f4bc45091c04c37f9fb4d8369326bac.jpg,442,292,33,88,0,compliant_vehicle,green
raw_frames\frame_00066_jpg.rf.8f4bc45091c04c37f9fb4d8369326bac.jpg,292,271,53,104,0,compliant_vehicle,green
raw_frames\frame_00066_jpg.rf.8f4bc45091c04c37f9fb4d8369326bac.jpg,237,275,42,86,0,compliant_vehicle,green
raw_frames\frame_00068_jpg.rf.e48bb1dd75bac39ab6d5279530d6a66a.jpg,164,294,33,91,0,compliant_vehicle,green
raw_frames\frame_00068_jpg.rf.e48bb1dd75bac39ab6d5279530d6a66a.jpg,207,259,44,76,0,compliant_vehicle,green
raw_frames\frame_00068_jpg.rf.e48bb1dd75bac39ab6d5279530d6a66a.jpg,302,254,55,103,0,compliant_vehicle,green
raw_frames\frame_00068_jpg.rf.e48bb1dd75bac39ab6d5279530d6a66a.jpg,371,274,28,85,0,compliant_vehicle,green
raw_frames\frame_00069_jpg.rf.1a413ce78ce7b10a0a334d084308c149.jpg,276,257,71,87,0,compliant_vehicle,green
raw_frames\frame_00069_jpg.rf.1a413ce78ce7b10a0a334d084308c149.jpg,389,246,35,75,0,compliant_vehicle,green
raw_frames\frame_00069_jpg.rf.1a413ce78ce7b10a0a334d084308c149.jpg,440,291,33,75,0,compliant_vehicle,green
raw_frames\frame_00069_jpg.rf.1a413ce78ce7b10a0a334d084308c149.jpg,236,270,34,101,0,compliant_vehicle,green
raw_frames\frame_00070_jpg.rf.255a53d53d2a8569447f2fac14f15812.jpg,228,237,44,69,0,compliant_vehicle,green
raw_frames\frame_00070_jpg.rf.255a53d53d2a8569447f2fac14f15812.jpg,257,172,27,34,0,compliant_vehicle,green
raw_frames\frame_00070_jpg.rf.255a53d53d2a8569447f2fac14f15812.jpg,283,208,81,127,0,compliant_vehicle,green
raw_frames\frame_00070_jpg.rf.255a53d53d2a8569447f2fac14f15812.jpg,373,275,21,62,0,compliant_vehicle,green
raw_frames\frame_00070_jpg.rf.255a53d53d2a8569447f2fac14f15812.jpg,368,345,47,77,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.5b55c6f1d8f28c3b86e67a4dc6e3cc0a.jpg,261,237,64,76,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.5b55c6f1d8f28c3b86e67a4dc6e3cc0a.jpg,374,312,41,91,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.5b55c6f1d8f28c3b86e67a4dc6e3cc0a.jpg,431,287,39,78,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.5b55c6f1d8f28c3b86e67a4dc6e3cc0a.jpg,244,308,35,104,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.ab5a5af8452015f15aa445a77c1a64c5.jpg,303,234,64,88,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.ab5a5af8452015f15aa445a77c1a64c5.jpg,358,336,55,76,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.ab5a5af8452015f15aa445a77c1a64c5.jpg,242,310,45,73,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.ab5a5af8452015f15aa445a77c1a64c5.jpg,184,290,34,75,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.ab5a5af8452015f15aa445a77c1a64c5.jpg,230,229,38,53,0,compliant_vehicle,green
raw_frames\frame_00071_jpg.rf.ab5a5af8452015f15aa445a77c1a64c5.jpg,262,167,30,52,0,compliant_vehicle,green
raw_frames\frame_00072_jpg.rf.506d52a7420dff4b368d4c9d30e6b14c.jpg,248,234,82,89,0,compliant_vehicle,green
raw_frames\frame_00072_jpg.rf.506d52a7420dff4b368d4c9d30e6b14c.jpg,239,301,49,79,0,compliant_vehicle,green
raw_frames\frame_00072_jpg.rf.506d52a7420dff4b368d4c9d30e6b14c.jpg,364,272,47,99,0,compliant_vehicle,green
raw_frames\frame_00072_jpg.rf.506d52a7420dff4b368d4c9d30e6b14c.jpg,431,288,41,84,0,compliant_vehicle,green
raw_frames\frame_00072_jpg.rf.506d52a7420dff4b368d4c9d30e6b14c.jpg,375,218,34,49,0,compliant_vehicle,green
raw_frames\frame_00072_jpg.rf.506d52a7420dff4b368d4c9d30e6b14c.jpg,350,154,36,68,0,compliant_vehicle,green
raw_frames\frame_00073_jpg.rf.640345b0c0f3d22d252adfcc7f3ab8cb.jpg,234,235,102,64,0,compliant_vehicle,green
raw_frames\frame_00073_jpg.rf.640345b0c0f3d22d252adfcc7f3ab8cb.jpg,244,292,55,85,0,compliant_vehicle,green
raw_frames\frame_00073_jpg.rf.640345b0c0f3d22d252adfcc7f3ab8cb.jpg,366,261,43,68,0,compliant_vehicle,green
raw_frames\frame_00073_jpg.rf.640345b0c0f3d22d252adfcc7f3ab8cb.jpg,371,195,48,70,0,compliant_vehicle,green
raw_frames\frame_00073_jpg.rf.640345b0c0f3d22d252adfcc7f3ab8cb.jpg,351,146,32,39,0,compliant_vehicle,green
raw_frames\frame_00073_jpg.rf.640345b0c0f3d22d252adfcc7f3ab8cb.jpg,423,286,50,80,0,compliant_vehicle,green
raw_frames\frame_00073_jpg.rf.640345b0c0f3d22d252adfcc7f3ab8cb.jpg,351,328,47,96,0,compliant_vehicle,green
raw_frames\frame_00074_jpg.rf.8e825bde16a6d53200148ab2d45f0ef8.jpg,236,230,81,58,0,compliant_vehicle,green
raw_frames\frame_00074_jpg.rf.8e825bde16a6d53200148ab2d45f0ef8.jpg,248,280,22,44,0,compliant_vehicle,green
raw_frames\frame_00074_jpg.rf.8e825bde16a6d53200148ab2d45f0ef8.jpg,271,291,21,79,0,compliant_vehicle,green
raw_frames\frame_00074_jpg.rf.8e825bde16a6d53200148ab2d45f0ef8.jpg,340,288,36,79,0,compliant_vehicle,green
raw_frames\frame_00074_jpg.rf.8e825bde16a6d53200148ab2d45f0ef8.jpg,366,239,30,56,0,compliant_vehicle,green
raw_frames\frame_00074_jpg.rf.8e825bde16a6d53200148ab2d45f0ef8.jpg,354,179,42,56,0,compliant_vehicle,green
raw_frames\frame_00074_jpg.rf.8e825bde16a6d53200148ab2d45f0ef8.jpg,426,273,45,92,0,compliant_vehicle,green
raw_frames\frame_00076_jpg.rf.a8e8efcb0122aee19edf055fbff5d93c.jpg,226,237,80,64,0,compliant_vehicle,green
